landmark_name,image_url,cluster1,cluster2,cluster3
Recreation Beach,landmark/Recreation Beach/2.jpg,2,2,0
Recreation Beach,landmark/Recreation Beach/3.jpg,0,0,2
Redondel Jose Marti,landmark/Redondel Jose Marti/1.jpg,2,2,1
Redondel Jose Marti,landmark/Redondel Jose Marti/2.jpg,0,2,2
Regency Theatre,landmark/Regency Theatre/2.jpg,0,0,3
Residenzschloss,landmark/Residenzschloss/2.jpg,2,2,3
Residenzschloss,landmark/Residenzschloss/3.jpg,2,2,3
Restaurant Yungay Viejo,landmark/Restaurant Yungay Viejo/1.jpg,2,1,3
Restaurant Yungay Viejo,landmark/Restaurant Yungay Viejo/2.jpg,0,0,1
Restaurant Yungay Viejo,landmark/Restaurant Yungay Viejo/3.jpg,0,2,2
Rovinj Harbor,landmark/Rovinj Harbor/1.jpg,1,2,1
Rovinj Harbor,landmark/Rovinj Harbor/2.jpg,0,0,1
Rovinj Harbor,landmark/Rovinj Harbor/3.jpg,0,1,3
Sea Horse,landmark/Sea Horse/3.jpg,0,3,2
Secret Lake,landmark/Secret Lake/1.jpg,2,3,0
Sindicato,landmark/Sindicato/2.jpg,1,2,1
Sint-Baafsplein,landmark/Sint-Baafsplein/1.jpg,2,2,3
Sint-Baafsplein,landmark/Sint-Baafsplein/2.jpg,3,0,3
Sint-Baafsplein,landmark/Sint-Baafsplein/3.jpg,0,2,0
Site Oud Sint-Jan,landmark/Site Oud Sint-Jan/1.jpg,3,1,2
Site Oud Sint-Jan,landmark/Site Oud Sint-Jan/3.jpg,1,0,0
Skatepark Hollerich,landmark/Skatepark Hollerich/2.jpg,2,2,0
Skatepark Hollerich,landmark/Skatepark Hollerich/3.jpg,0,0,2
Soho,landmark/Soho/1.jpg,2,1,0
Soho,landmark/Soho/2.jpg,1,0,1
Soho,landmark/Soho/3.jpg,3,0,0
Sol e Pesca,landmark/Sol e Pesca/2.jpg,1,2,0
Sol e Pesca,landmark/Sol e Pesca/3.jpg,1,0,1
Starling Farm Kampot Pepper,landmark/Starling Farm Kampot Pepper/2.jpg,0,2,1
Strandslag 12,landmark/Strandslag 12/1.jpg,2,0,0
Strandslag 12,landmark/Strandslag 12/2.jpg,2,3,2
Strandslag 12,landmark/Strandslag 12/3.jpg,1,3,1
Stunning View,landmark/Stunning View/1.jpg,2,3,0
Stunning View,landmark/Stunning View/2.jpg,2,3,2
Stunning View,landmark/Stunning View/3.jpg,2,1,1
StureCompagniet,landmark/StureCompagniet/1.jpg,0,0,1
StureCompagniet,landmark/StureCompagniet/2.jpg,1,3,1
StureCompagniet,landmark/StureCompagniet/3.jpg,1,0,1
Sua Academia,landmark/Sua Academia/2.jpg,1,2,2
Sua Academia,landmark/Sua Academia/3.jpg,1,2,2
Suikerrui,landmark/Suikerrui/1.jpg,0,1,3
Suikerrui,landmark/Suikerrui/2.jpg,2,3,1
Suikerrui,landmark/Suikerrui/3.jpg,2,3,1
Sunset Park,landmark/Sunset Park/1.jpg,1,1,1
Sunset Park,landmark/Sunset Park/2.jpg,2,0,3
Sunset Park,landmark/Sunset Park/3.jpg,0,2,1
Sunter Mall,landmark/Sunter Mall/1.jpg,1,0,3
Sunter Mall,landmark/Sunter Mall/3.jpg,2,1,3
Sureyya Opera House,landmark/Sureyya Opera House/1.jpg,3,0,3
Sureyya Opera House,landmark/Sureyya Opera House/2.jpg,0,1,1
Suryauday Haveli Shivala Ghat,landmark/Suryauday Haveli Shivala Ghat/1.jpg,1,0,1
Suryauday Haveli Shivala Ghat,landmark/Suryauday Haveli Shivala Ghat/2.jpg,0,0,2
Suryauday Haveli Shivala Ghat,landmark/Suryauday Haveli Shivala Ghat/3.jpg,0,1,3
Sushibar + Wine,landmark/Sushibar + Wine/1.jpg,2,3,3
Sushibar + Wine,landmark/Sushibar + Wine/2.jpg,2,2,1
Swimming Pool @ Sheraton Maldives,landmark/Swimming Pool @ Sheraton Maldives/2.jpg,0,2,0
Sæmundur i Sparifotunum,landmark/Sæmundur i Sparifotunum/1.jpg,1,1,2
Sæmundur i Sparifotunum,landmark/Sæmundur i Sparifotunum/2.jpg,1,3,2
Sæmundur i Sparifotunum,landmark/Sæmundur i Sparifotunum/3.jpg,1,0,3
Teatro Mayor Julio Mario Santo Domingo,landmark/Teatro Mayor Julio Mario Santo Domingo/2.jpg,0,3,1
Tennis Spora,landmark/Tennis Spora/1.jpg,2,1,0
Terra,landmark/Terra/2.jpg,2,1,0
Terrapin Point,landmark/Terrapin Point/1.jpg,0,1,2
Terrapin Point,landmark/Terrapin Point/2.jpg,1,3,0
Terrapin Point,landmark/Terrapin Point/3.jpg,2,3,2
The Circus,landmark/The Circus/1.jpg,3,0,3
The Circus,landmark/The Circus/2.jpg,2,2,0
The Circus,landmark/The Circus/3.jpg,3,2,0
The Duke,landmark/The Duke/1.jpg,2,1,3
The Duke,landmark/The Duke/3.jpg,3,1,1
The Famine Memorial,landmark/The Famine Memorial/1.jpg,2,3,3
The Famine Memorial,landmark/The Famine Memorial/2.jpg,0,2,2
The Led Zephyr,landmark/The Led Zephyr/2.jpg,2,3,2
Tinguely-Brunnen,landmark/Tinguely-Brunnen/1.jpg,1,1,3
Tinguely-Brunnen,landmark/Tinguely-Brunnen/2.jpg,0,2,0
Top One Academia,landmark/Top One Academia/2.jpg,0,0,0
Umbrella,landmark/Umbrella/1.jpg,3,2,0
Umbrella,landmark/Umbrella/2.jpg,3,0,3
Umbrella,landmark/Umbrella/3.jpg,2,2,1
Vinpearl Cable Car,landmark/Vinpearl Cable Car/1.jpg,3,2,0
Vinpearl Cable Car,landmark/Vinpearl Cable Car/2.jpg,3,2,0
Vinpearl Cable Car,landmark/Vinpearl Cable Car/3.jpg,2,2,3
Vyhlidka Petra Velikeho,landmark/Vyhlidka Petra Velikeho/1.jpg,2,0,0
Vyhlidka Petra Velikeho,landmark/Vyhlidka Petra Velikeho/2.jpg,2,1,3
Vyhlidka Petra Velikeho,landmark/Vyhlidka Petra Velikeho/3.jpg,0,0,1
Whirlpool Rapids,landmark/Whirlpool Rapids/1.jpg,0,2,0
Whirlpool Rapids,landmark/Whirlpool Rapids/2.jpg,1,1,3
Yavuz Sultan Selim Cami,landmark/Yavuz Sultan Selim Cami/1.jpg,1,2,1
Yavuz Sultan Selim Cami,landmark/Yavuz Sultan Selim Cami/2.jpg,2,3,3
Ye Old Abbey Tavern,landmark/Ye Old Abbey Tavern/1.jpg,1,0,1
Zona VIP - K Urban Beach,landmark/Zona VIP - K Urban Beach/2.jpg,0,1,3
Zona VIP - K Urban Beach,landmark/Zona VIP - K Urban Beach/3.jpg,3,1,2
Zuidpark _ Koning Albertpark,landmark/Zuidpark _ Koning Albertpark/1.jpg,0,0,1
Zuidpark _ Koning Albertpark,landmark/Zuidpark _ Koning Albertpark/3.jpg,1,0,1
Государственный Кремлёвский дворец,landmark/Государственный Кремлёвский дворец/1.jpg,2,2,1
Государственный Кремлёвский дворец,landmark/Государственный Кремлёвский дворец/2.jpg,1,3,1
Государственный Кремлёвский дворец,landmark/Государственный Кремлёвский дворец/3.jpg,2,2,3
Зала _Универсиада_ (Universiada Hall),landmark/Зала _Универсиада_ (Universiada Hall)/2.jpg,3,0,3
Измайловский кремль,landmark/Измайловский кремль/1.jpg,0,0,2
Измайловский кремль,landmark/Измайловский кремль/2.jpg,0,3,2
Измайловский кремль,landmark/Измайловский кремль/3.jpg,2,0,1
Лубянская площадь,landmark/Лубянская площадь/1.jpg,0,3,2
Лубянская площадь,landmark/Лубянская площадь/2.jpg,2,1,2
Лубянская площадь,landmark/Лубянская площадь/3.jpg,2,1,1
Мавзолей В. И. Ленина,landmark/Мавзолей В. И. Ленина/1.jpg,2,1,2
Мавзолей В. И. Ленина,landmark/Мавзолей В. И. Ленина/2.jpg,2,1,1
Мавзолей В. И. Ленина,landmark/Мавзолей В. И. Ленина/3.jpg,0,0,1
Манежная площадь,landmark/Манежная площадь/1.jpg,2,3,2
Манежная площадь,landmark/Манежная площадь/2.jpg,1,3,2
Манежная площадь,landmark/Манежная площадь/3.jpg,3,2,1
Площадь Революции,landmark/Площадь Революции/1.jpg,3,0,0
Площадь Революции,landmark/Площадь Революции/2.jpg,2,1,0
Площадь Революции,landmark/Площадь Революции/3.jpg,2,2,3
Площадь у м. Третьяковская,landmark/Площадь у м. Третьяковская/1.jpg,1,1,2
Площадь у м. Третьяковская,landmark/Площадь у м. Третьяковская/2.jpg,3,3,1
Площадь у м. Третьяковская,landmark/Площадь у м. Третьяковская/3.jpg,2,2,3
Спортна София,landmark/Спортна София/1.jpg,3,0,2
Спортна София,landmark/Спортна София/2.jpg,2,2,1
Спортна София,landmark/Спортна София/3.jpg,1,2,0
Стадион Раковски (Rakovski Stadium),landmark/Стадион Раковски (Rakovski Stadium)/1.jpg,2,1,1
Стадион Раковски (Rakovski Stadium),landmark/Стадион Раковски (Rakovski Stadium)/2.jpg,2,1,1
Стадион Раковски (Rakovski Stadium),landmark/Стадион Раковски (Rakovski Stadium)/3.jpg,2,2,0
Тверская площадь,landmark/Тверская площадь/1.jpg,3,0,0
Тверская площадь,landmark/Тверская площадь/2.jpg,1,1,2
Тверская площадь,landmark/Тверская площадь/3.jpg,2,2,1
Триумфальная площадь,landmark/Триумфальная площадь/1.jpg,3,2,1
Триумфальная площадь,landmark/Триумфальная площадь/2.jpg,0,3,0
Триумфальная площадь,landmark/Триумфальная площадь/3.jpg,2,3,2
공묘와 국자감,landmark/공묘와 국자감/1.jpg,1,2,3
구 식물원,landmark/구 식물원/1.jpg,1,3,1
구 식물원,landmark/구 식물원/2.jpg,0,1,3
국가대극원,landmark/국가대극원/1.jpg,2,0,3
국가대극원,landmark/국가대극원/2.jpg,1,0,2
국가도서관,landmark/국가도서관/1.jpg,0,2,2
국가도서관,landmark/국가도서관/2.jpg,2,3,2
국가도서관,landmark/국가도서관/3.jpg,2,2,2
긴카쿠지(은각사),landmark/긴카쿠지(은각사)/1.jpg,3,3,1
긴카쿠지(은각사),landmark/긴카쿠지(은각사)/2.jpg,0,2,0
긴카쿠지(은각사),landmark/긴카쿠지(은각사)/3.jpg,1,2,0
까사 깔베뜨,landmark/까사 깔베뜨/1.jpg,1,1,3
까사 깔베뜨,landmark/까사 깔베뜨/2.jpg,2,2,1
나디스 재즈클럽,landmark/나디스 재즈클럽/1.jpg,3,2,1
나디스 재즈클럽,landmark/나디스 재즈클럽/2.jpg,3,2,0
나바스 거리,landmark/나바스 거리/1.jpg,3,2,0
나바스 거리,landmark/나바스 거리/2.jpg,0,0,1
난바 파크스,landmark/난바 파크스/1.jpg,2,1,0
난바 파크스,landmark/난바 파크스/2.jpg,3,0,2
난바 파크스,landmark/난바 파크스/3.jpg,3,0,3
노부 인터콘티넨탈,landmark/노부 인터콘티넨탈/1.jpg,0,1,0
노부 인터콘티넨탈,landmark/노부 인터콘티넨탈/2.jpg,0,1,0
노이어 마르크트,landmark/노이어 마르크트/1.jpg,2,1,3
누 이터리,landmark/누 이터리/1.jpg,0,0,2
누 이터리,landmark/누 이터리/2.jpg,0,1,1
누 이터리,landmark/누 이터리/3.jpg,2,1,2
니넨자카,landmark/니넨자카/1.jpg,0,0,2
니넨자카,landmark/니넨자카/2.jpg,0,2,0
니넨자카,landmark/니넨자카/3.jpg,3,1,2
더 레이크(센트럴 파크),landmark/더 레이크(센트럴 파크)/1.jpg,1,0,2
더 레이크(센트럴 파크),landmark/더 레이크(센트럴 파크)/2.jpg,1,3,3
더 무스 & 루 레스토랑,landmark/더 무스 & 루 레스토랑/1.jpg,3,3,0
더 무스 & 루 레스토랑,landmark/더 무스 & 루 레스토랑/2.jpg,3,1,2
더 울프하운드 아이리쉬 펍,landmark/더 울프하운드 아이리쉬 펍/1.jpg,1,3,1
데보드 신전,landmark/데보드 신전/1.jpg,2,2,2
데보드 신전,landmark/데보드 신전/2.jpg,1,0,1
덴포잔 대관람차,landmark/덴포잔 대관람차/1.jpg,2,3,1
덴포잔 대관람차,landmark/덴포잔 대관람차/2.jpg,2,3,2
동해대학,landmark/동해대학/1.jpg,0,0,1
동해대학,landmark/동해대학/2.jpg,2,3,2
동해대학,landmark/동해대학/3.jpg,1,0,3
두오모,landmark/두오모/1.jpg,1,0,1
두오모,landmark/두오모/2.jpg,1,1,0
디지,landmark/디지/1.jpg,3,2,2
디지,landmark/디지/2.jpg,3,3,2
롬바드 스트리트,landmark/롬바드 스트리트/1.jpg,1,1,0
롬바드 스트리트,landmark/롬바드 스트리트/2.jpg,2,2,2
롬바드 스트리트,landmark/롬바드 스트리트/3.jpg,1,3,1
루소의 아틀리에,landmark/루소의 아틀리에/1.jpg,2,2,3
루소의 아틀리에,landmark/루소의 아틀리에/2.jpg,0,2,3
리젠트 극장,landmark/리젠트 극장/1.jpg,1,1,3
마리아 루이사 공원,landmark/마리아 루이사 공원/1.jpg,2,1,2
마리아 루이사 공원,landmark/마리아 루이사 공원/2.jpg,0,2,0
마티니,landmark/마티니/1.jpg,3,3,1
메다 스파,landmark/메다 스파/1.jpg,2,0,2
메다 스파,landmark/메다 스파/2.jpg,2,1,3
메실라우 리조트,landmark/메실라우 리조트/1.jpg,2,2,2
모이스,landmark/모이스/1.jpg,1,3,1
뮤즈,landmark/뮤즈/1.jpg,1,2,0
뮤즈,landmark/뮤즈/2.jpg,3,2,2
미니아투르크,landmark/미니아투르크/1.jpg,1,0,2
미니아투르크,landmark/미니아투르크/2.jpg,2,3,1
밀라노 중앙역,landmark/밀라노 중앙역/1.jpg,1,2,1
밀라노 중앙역,landmark/밀라노 중앙역/2.jpg,3,0,0
바르비종,landmark/바르비종/1.jpg,2,2,2
바르비종,landmark/바르비종/2.jpg,2,3,2
바티니,landmark/바티니/1.jpg,3,1,0
바티니,landmark/바티니/3.jpg,1,3,1
뱀부바,landmark/뱀부바/1.jpg,3,1,0
뱀부바,landmark/뱀부바/2.jpg,3,1,3
베르나베우 스타디움,landmark/베르나베우 스타디움/1.jpg,2,3,3
베르나베우 스타디움,landmark/베르나베우 스타디움/2.jpg,1,3,2
베르지,landmark/베르지/1.jpg,2,2,3
베르지,landmark/베르지/2.jpg,2,2,2
베이레르베이 궁전,landmark/베이레르베이 궁전/1.jpg,2,0,1
보트하우스 앤 프렐류드,landmark/보트하우스 앤 프렐류드/1.jpg,2,1,0
보트하우스 앤 프렐류드,landmark/보트하우스 앤 프렐류드/2.jpg,0,2,1
보트하우스 앤 프렐류드,landmark/보트하우스 앤 프렐류드/3.jpg,1,0,1
붉은 시청사,landmark/붉은 시청사/1.jpg,2,1,3
붉은 시청사,landmark/붉은 시청사/2.jpg,2,3,3
뷰지스 홍콩,landmark/뷰지스 홍콩/1.jpg,3,3,0
뷰티 엠포리엄,landmark/뷰티 엠포리엄/1.jpg,2,1,3
뷰티 엠포리엄,landmark/뷰티 엠포리엄/2.jpg,2,3,3
브라운 슈가(실롬 점),landmark/브라운 슈가(실롬 점)/1.jpg,3,2,0
브루클린 다리 공원,landmark/브루클린 다리 공원/1.jpg,1,1,1
브루클린 다리 공원,landmark/브루클린 다리 공원/2.jpg,1,3,1
블리스,landmark/블리스/2.jpg,3,1,0
비아 페라타,landmark/비아 페라타/1.jpg,0,0,0
비아 페라타,landmark/비아 페라타/2.jpg,0,0,0
빠뚜타패,landmark/빠뚜타패/1.jpg,1,3,3
삭바얀 피크,landmark/삭바얀 피크/1.jpg,0,0,3
산 마르코 광장,landmark/산 마르코 광장/1.jpg,1,3,0
산 프란체스코 성당,landmark/산 프란체스코 성당/1.jpg,0,0,1
산타 마르게리따 광장,landmark/산타 마르게리따 광장/1.jpg,2,2,1
산타 마르게리따 광장,landmark/산타 마르게리따 광장/2.jpg,0,3,1
산타 마리아 델 포폴로 성당,landmark/산타 마리아 델 포폴로 성당/1.jpg,2,2,1
산타 마리아 델 포폴로 성당,landmark/산타 마리아 델 포폴로 성당/3.jpg,1,2,1
산타루치아 항구,landmark/산타루치아 항구/1.jpg,2,1,3
산토 토마스 대학,landmark/산토 토마스 대학/1.jpg,0,2,1
삼수당,landmark/삼수당/1.jpg,3,0,2
삼수당,landmark/삼수당/2.jpg,1,0,1
성 세르기우스와 바쿠스 교회,landmark/성 세르기우스와 바쿠스 교회/2.jpg,2,2,2
세인트 패트릭 대성당,landmark/세인트 패트릭 대성당/1.jpg,3,0,0
세인트 패트릭 대성당,landmark/세인트 패트릭 대성당/2.jpg,2,1,1
센테니얼 파크,landmark/센테니얼 파크/1.jpg,2,2,3
소니 센터,landmark/소니 센터/1.jpg,1,0,1
소니 센터,landmark/소니 센터/2.jpg,1,2,2
솔스티스 선 라운지,landmark/솔스티스 선 라운지/1.jpg,0,0,2
술탄 압둘 사마드 빌딩,landmark/술탄 압둘 사마드 빌딩/1.jpg,1,2,1
술탄 압둘 사마드 빌딩,landmark/술탄 압둘 사마드 빌딩/2.jpg,2,3,2
슈투바이 빙하,landmark/슈투바이 빙하/1.jpg,0,1,2
슈투바이 빙하,landmark/슈투바이 빙하/2.jpg,0,1,2
슈투바이 빙하,landmark/슈투바이 빙하/3.jpg,0,3,3
스카이다이브 엑스드림,landmark/스카이다이브 엑스드림/1.jpg,2,0,1
스카이다이브 엑스드림,landmark/스카이다이브 엑스드림/2.jpg,1,3,3
스카이다이브 엑스드림,landmark/스카이다이브 엑스드림/3.jpg,1,1,1
스컬프쳐 스퀘어,landmark/스컬프쳐 스퀘어/1.jpg,1,3,2
스컬프쳐 스퀘어,landmark/스컬프쳐 스퀘어/2.jpg,0,2,1
스키 360,landmark/스키 360/1.jpg,2,1,2
스키 360,landmark/스키 360/2.jpg,0,0,1
스키 360,landmark/스키 360/3.jpg,2,2,3
승리의 광장,landmark/승리의 광장/1.jpg,2,0,2
승리의 광장,landmark/승리의 광장/2.jpg,0,0,1
시드니 페리,landmark/시드니 페리/1.jpg,1,1,1
시사이드 모모치 해변공원,landmark/시사이드 모모치 해변공원/1.jpg,0,3,1
시사이드 모모치 해변공원,landmark/시사이드 모모치 해변공원/2.jpg,0,1,0
시사이드 모모치 해변공원,landmark/시사이드 모모치 해변공원/3.jpg,2,2,1
싼깜팽 온천,landmark/싼깜팽 온천/1.jpg,2,2,0
싼깜팽 온천,landmark/싼깜팽 온천/2.jpg,0,2,1
싼깜팽 온천,landmark/싼깜팽 온천/3.jpg,2,2,0
아우구스티너켈러,landmark/아우구스티너켈러/2.jpg,3,2,0
아잠 교회,landmark/아잠 교회/1.jpg,1,3,1
아잠 교회,landmark/아잠 교회/2.jpg,1,2,1
아친 스트리트 모스크,landmark/아친 스트리트 모스크/1.jpg,0,1,1
얍초이 하우스,landmark/얍초이 하우스/1.jpg,2,1,0
오데옹 극장,landmark/오데옹 극장/1.jpg,2,3,0
오데옹 극장,landmark/오데옹 극장/2.jpg,2,0,1
오도구,landmark/오도구/1.jpg,1,0,3
오푸스,landmark/오푸스/1.jpg,3,2,0
올림피아 공원,landmark/올림피아 공원/1.jpg,2,3,1
올림피아 공원,landmark/올림피아 공원/2.jpg,1,1,3
왓 쑤언독,landmark/왓 쑤언독/2.jpg,1,1,2
왕궁,landmark/왕궁/1.jpg,0,0,0
왕궁,landmark/왕궁/2.jpg,0,3,0
왕궁,landmark/왕궁/3.jpg,2,3,2
위앙 꿈깜,landmark/위앙 꿈깜/2.jpg,1,1,0
위앙 꿈깜,landmark/위앙 꿈깜/3.jpg,3,2,2
윌리엄스타운,landmark/윌리엄스타운/1.jpg,2,1,3
유니언 스퀘어,landmark/유니언 스퀘어/1.jpg,0,3,2
유니언 스퀘어,landmark/유니언 스퀘어/2.jpg,0,1,0
유니언 스퀘어,landmark/유니언 스퀘어/3.jpg,3,0,2
유니온 스퀘어,landmark/유니온 스퀘어/1.jpg,3,0,1
유니온 스퀘어,landmark/유니온 스퀘어/2.jpg,1,0,1
유대교 회당,landmark/유대교 회당/1.jpg,1,0,0
유대교 회당,landmark/유대교 회당/2.jpg,2,0,0
인썸니아,landmark/인썸니아/1.jpg,3,0,0
일중가상권,landmark/일중가상권/1.jpg,0,2,3
일중가상권,landmark/일중가상권/2.jpg,1,1,2
임비아 룩 아웃,landmark/임비아 룩 아웃/1.jpg,1,3,3
재패니즈 빌리지,landmark/재패니즈 빌리지/1.jpg,0,2,0
재패니즈 빌리지,landmark/재패니즈 빌리지/2.jpg,1,3,3
전승 기념탑,landmark/전승 기념탑/1.jpg,2,0,2
전승 기념탑,landmark/전승 기념탑/2.jpg,3,0,3
젠다르멘 광장,landmark/젠다르멘 광장/1.jpg,2,3,2
카사 데 캄포,landmark/카사 데 캄포/1.jpg,2,2,2
카사 데 캄포,landmark/카사 데 캄포/2.jpg,1,1,2
카이저 빌헬름 기념교회,landmark/카이저 빌헬름 기념교회/1.jpg,3,2,1
카이저 빌헬름 기념교회,landmark/카이저 빌헬름 기념교회/2.jpg,1,0,1
카지노 빈,landmark/카지노 빈/1.jpg,1,0,1
칼차이우올리 거리,landmark/칼차이우올리 거리/1.jpg,0,2,2
칼차이우올리 거리,landmark/칼차이우올리 거리/2.jpg,0,2,1
코르소 스트리트,landmark/코르소 스트리트/1.jpg,3,0,0
코메디 프랑세즈,landmark/코메디 프랑세즈/1.jpg,3,2,2
코메디 프랑세즈,landmark/코메디 프랑세즈/2.jpg,2,0,1
코메디 프랑세즈,landmark/코메디 프랑세즈/3.jpg,3,1,1
쿡 선장의 집,landmark/쿡 선장의 집/1.jpg,2,1,1
퀴리날레 궁전,landmark/퀴리날레 궁전/1.jpg,2,2,1
킨카쿠지(금각사),landmark/킨카쿠지(금각사)/1.jpg,0,2,0
킨카쿠지(금각사),landmark/킨카쿠지(금각사)/2.jpg,0,2,2
킨카쿠지(금각사),landmark/킨카쿠지(금각사)/3.jpg,2,1,2
킹 루드비히 비어 홀,landmark/킹 루드비히 비어 홀/1.jpg,3,0,2
탑 오브 더 락,landmark/탑 오브 더 락/1.jpg,3,3,1
탑 오브 더 락,landmark/탑 오브 더 락/2.jpg,2,3,0
테로 광장,landmark/테로 광장/1.jpg,0,0,3
테로 광장,landmark/테로 광장/2.jpg,0,0,2
트라피스트 수도원,landmark/트라피스트 수도원/1.jpg,2,1,0
트라피스트 수도원,landmark/트라피스트 수도원/2.jpg,1,1,0
파노라마 1453,landmark/파노라마 1453/1.jpg,2,3,3
파노라마 1453,landmark/파노라마 1453/2.jpg,0,0,2
파리 동역,landmark/파리 동역/1.jpg,2,1,0
파리 동역,landmark/파리 동역/2.jpg,2,2,1
파티가스 델 께레르,landmark/파티가스 델 께레르/2.jpg,0,3,2
파후랏,landmark/파후랏/1.jpg,2,2,2
파후랏,landmark/파후랏/2.jpg,1,2,0
파후랏,landmark/파후랏/3.jpg,1,1,0
페예노르트 스타디움,landmark/페예노르트 스타디움/1.jpg,1,1,1
페예노르트 스타디움,landmark/페예노르트 스타디움/2.jpg,0,0,3
펠그림 파더 교회,landmark/펠그림 파더 교회/1.jpg,2,1,1
펠그림 파더 교회,landmark/펠그림 파더 교회/2.jpg,0,0,1
펠그림 파더 교회,landmark/펠그림 파더 교회/3.jpg,3,0,2
포츠다머 플라츠,landmark/포츠다머 플라츠/1.jpg,1,0,1
포츠다머 플라츠,landmark/포츠다머 플라츠/2.jpg,0,0,1
푸롱 해변,landmark/푸롱 해변/1.jpg,2,3,2
푸롱 해변,landmark/푸롱 해변/2.jpg,2,3,3
푸르비에르 노틀담 성당,landmark/푸르비에르 노틀담 성당/1.jpg,2,2,1
푸르비에르 노틀담 성당,landmark/푸르비에르 노틀담 성당/2.jpg,2,2,2
푸르비에르 노틀담 성당,landmark/푸르비에르 노틀담 성당/3.jpg,2,2,2
프란치스카너키르헤,landmark/프란치스카너키르헤/1.jpg,0,1,3
프란치스카너키르헤,landmark/프란치스카너키르헤/2.jpg,1,1,1
플래그스태프 정원,landmark/플래그스태프 정원/1.jpg,3,0,2
피셔맨스 워프,landmark/피셔맨스 워프/1.jpg,2,0,2
피셔맨스 워프,landmark/피셔맨스 워프/2.jpg,2,0,0
하버 브리지 등반,landmark/하버 브리지 등반/1.jpg,0,1,3
하이 라인,landmark/하이 라인/1.jpg,2,0,2
하이 라인,landmark/하이 라인/2.jpg,0,2,2
해골사원,landmark/해골사원/2.jpg,1,1,3
호젠지요코초,landmark/호젠지요코초/1.jpg,3,0,0
호젠지요코초,landmark/호젠지요코초/2.jpg,1,2,1
호젠지요코초,landmark/호젠지요코초/3.jpg,3,3,0
후시미 이나리 신사,landmark/후시미 이나리 신사/1.jpg,3,0,3
후시미 이나리 신사,landmark/후시미 이나리 신사/2.jpg,0,0,3
후시미 이나리 신사,landmark/후시미 이나리 신사/3.jpg,3,1,3
후쿠오카 타워,landmark/후쿠오카 타워/1.jpg,3,0,3
후쿠오카 타워,landmark/후쿠오카 타워/2.jpg,1,2,1
